,risk_gene,MUT_TYPE,q_value,empirical_q_value,PMID,NUMBER_OF_ARTICLES,neighbor_gene,neighbor_is_lit_validated,neighbor_PMID,neighbor_NUMBER_OF_ARTICLES,neighbor_PMIDs
201,PIK3CA,"AMPLIFICATION, SOMATIC","4.9013845356499375e-54, 4.6307549428396854e-18","0.0116086711831392, 0.0","11358835, 11836556, 11959846, 14581353, 15543611, 15586224, 15700036, 16380997, 16676365, 16807070, 16815198, 17549376, 17848307, 17989125, 17990317, 18376308, 18447972",17.0,EGFR,True,"11173137, 11221831, 11235991, 11303632, 11350885, 11389080, 11448349, 11479234, 11556855, 11568571, 11597399, 11597400, 11668514, 11673692, 11673832, 11677653, 11706397, 11706420, 11727507, 11728233, 11751491, 11755824, 11846729, 11890870, 11893453, 11895923, 11904986, 11905034, 11911252, 11920518, 11939730, 11992543, 12011992, 12063543, 12112535, 12138239, 12142091, 12147092, 12167415, 12174340, 12187077, 12202783, 12220351, 12228201, 12414665, 12415634, 12422310, 12422313, 12440226, 12509799, 12512382, 12515612, 12520461, 12541404, 12544258, 12583831, 12587379, 12599217, 12607604, 12647989, 12673202, 12696248, 12738995, 12743152, 12782602, 12782800, 12820779, 12826036, 12833132, 12860957, 12865874, 12912971, 12952019, 12966511, 13129707, 13679857, 14500405, 14519647, 14528090, 14530163, 14581353, 14581378, 14601066, 14603452, 14607328, 14612544, 14649542, 14662414, 14732836, 14751528, 14763138, 14967456, 14967457, 14967462, 14977086, 14981927, 14988746, 14997212, 15057134, 15103197, 15115300, 15120370, 15142631, 15161032, 15173005, 15194221, 15197768, 15199094, 15208356, 15212612, 15231207, 15238978, 15254682, 15256466, 15338866, 15450723, 15473298, 15476268, 15520175, 15520205, 15592685, 15599851, 15608420, 15613446, 15623643, 15638964, 15652339, 15659782, 15672286, 15717992, 15736426, 15753456, 15756022, 15774576, 15785737, 15791567, 15796181, 15800944, 15804620, 15809707, 15816106, 15821783, 15827337, 15833860, 15865067, 15871288, 15878750, 15878755, 15887238, 15923166, 15930290, 15934280, 15986037, 15987992, 16004931, 16005600, 16007067, 16050785, 16082192, 16088519, 16103303, 16140980, 16144930, 16158919, 16161046, 16183941, 16198049, 16207530, 16258434, 16264262, 16273222, 16287490, 16314626, 16330971, 16343364, 16357156, 16428508, 16472704, 16488438, 16495180, 16540898, 16551906, 16552236, 16562649, 16565089, 16630292, 16641105, 16644882, 16702519, 16722544, 16731604, 16737616, 16740767, 16750322, 16757203, 16763281, 16788977, 16807070, 16818711, 16857823, 16890793, 16904111, 16919867, 16922611, 16984384, 16986486, 17078054, 17079462, 17096332, 17098420, 17121916, 17122988, 17134359, 17141073, 17143494, 17178880, 17189989, 17200208, 17205528, 17208308, 17211865, 17224925, 17236202, 17250463, 17258495, 17273794, 17310348, 17369752, 17404024, 17410004, 17412519, 17431103, 17487368, 17520580, 17520766, 17538163, 17591829, 17591832, 17592548, 17608727, 17609492, 17618045, 17631646, 17638894, 17653341, 17660872, 17671674, 17674766, 17685120, 17697551, 17723181, 17762933, 17826531, 17848272, 17848290, 17877424, 17878104, 17888033, 17904355, 17909831, 17936670, 17936675, 17940077, 17940507, 17949783, 17956162, 17961551, 17964995, 17974918, 17996216, 18025070, 18045070, 18045071, 18061531, 18172732, 18199957, 18202792, 18203445, 18225590, 18236164, 18248834, 18268492, 18302259, 18307254, 18309947, 18316548, 18326051, 18329328, 18366301, 18369180, 18377832, 18383530, 18413807, 18442098, 18636200, 18645125",296.0,"11173137, 11221831, 11235991, 11303632, 11350885, 11389080, 11448349, 11479234, 11556855, 11568571, 11597399, 11597400, 11668514, 11673692, 11673832, 11677653, 11706397, 11706420, 11727507, 11728233, 11751491, 11755824, 11846729, 11890870, 11893453, 11895923, 11904986, 11905034, 11911252, 11920518, 11939730, 11992543, 12011992, 12063543, 12112535, 12138239, 12142091, 12147092, 12167415, 12174340, 12187077, 12202783, 12220351, 12228201, 12414665, 12415634, 12422310, 12422313, 12440226, 12509799, 12512382, 12515612, 12520461, 12541404, 12544258, 12583831, 12587379, 12599217, 12607604, 12647989, 12673202, 12696248, 12738995, 12743152, 12782602, 12782800, 12820779, 12826036, 12833132, 12860957, 12865874, 12912971, 12952019, 12966511, 13129707, 13679857, 14500405, 14519647, 14528090, 14530163, 14581353, 14581378, 14601066, 14603452, 14607328, 14612544, 14649542, 14662414, 14732836, 14751528, 14763138, 14967456, 14967457, 14967462, 14977086, 14981927, 14988746, 14997212, 15057134, 15103197, 15115300, 15120370, 15142631, 15161032, 15173005, 15194221, 15197768, 15199094, 15208356, 15212612, 15231207, 15238978, 15254682, 15256466, 15338866, 15450723, 15473298, 15476268, 15520175, 15520205, 15592685, 15599851, 15608420, 15613446, 15623643, 15638964, 15652339, 15659782, 15672286, 15717992, 15736426, 15753456, 15756022, 15774576, 15785737, 15791567, 15796181, 15800944, 15804620, 15809707, 15816106, 15821783, 15827337, 15833860, 15865067, 15871288, 15878750, 15878755, 15887238, 15923166, 15930290, 15934280, 15986037, 15987992, 16004931, 16005600, 16007067, 16050785, 16082192, 16088519, 16103303, 16140980, 16144930, 16158919, 16161046, 16183941, 16198049, 16207530, 16258434, 16264262, 16273222, 16287490, 16314626, 16330971, 16343364, 16357156, 16428508, 16472704, 16488438, 16495180, 16540898, 16551906, 16552236, 16562649, 16565089, 16630292, 16641105, 16644882, 16702519, 16722544, 16731604, 16737616, 16740767, 16750322, 16757203, 16763281, 16788977, 16807070, 16818711, 16857823, 16890793, 16904111, 16919867, 16922611, 16984384, 16986486, 17078054, 17079462, 17096332, 17098420, 17121916, 17122988, 17134359, 17141073, 17143494, 17178880, 17189989, 17200208, 17205528, 17208308, 17211865, 17224925, 17236202, 17250463, 17258495, 17273794, 17310348, 17369752, 17404024, 17410004, 17412519, 17431103, 17487368, 17520580, 17520766, 17538163, 17591829, 17591832, 17592548, 17608727, 17609492, 17618045, 17631646, 17638894, 17653341, 17660872, 17671674, 17674766, 17685120, 17697551, 17723181, 17762933, 17826531, 17848272, 17848290, 17877424, 17878104, 17888033, 17904355, 17909831, 17936670, 17936675, 17940077, 17940507, 17949783, 17956162, 17961551, 17964995, 17974918, 17996216, 18025070, 18045070, 18045071, 18061531, 18172732, 18199957, 18202792, 18203445, 18225590, 18236164, 18248834, 18268492, 18302259, 18307254, 18309947, 18316548, 18326051, 18329328, 18366301, 18369180, 18377832, 18383530, 18413807, 18442098, 18636200, 18645125"
202,PIK3CA,"AMPLIFICATION, SOMATIC","4.9013845356499375e-54, 4.6307549428396854e-18","0.0116086711831392, 0.0","11358835, 11836556, 11959846, 14581353, 15543611, 15586224, 15700036, 16380997, 16676365, 16807070, 16815198, 17549376, 17848307, 17989125, 17990317, 18376308, 18447972",17.0,CD19,True,"11316463, 15553050, 16757432, 17210522",4.0,"11316463, 15553050, 16757432, 17210522"
203,PIK3CA,"AMPLIFICATION, SOMATIC","4.9013845356499375e-54, 4.6307549428396854e-18","0.0116086711831392, 0.0","11358835, 11836556, 11959846, 14581353, 15543611, 15586224, 15700036, 16380997, 16676365, 16807070, 16815198, 17549376, 17848307, 17989125, 17990317, 18376308, 18447972",17.0,JAK3,True,18204781,1.0,18204781
205,PIK3CA,"AMPLIFICATION, SOMATIC","4.9013845356499375e-54, 4.6307549428396854e-18","0.0116086711831392, 0.0","11358835, 11836556, 11959846, 14581353, 15543611, 15586224, 15700036, 16380997, 16676365, 16807070, 16815198, 17549376, 17848307, 17989125, 17990317, 18376308, 18447972",17.0,HCK,True,16224162,1.0,16224162
209,PIK3CA,"AMPLIFICATION, SOMATIC","4.9013845356499375e-54, 4.6307549428396854e-18","0.0116086711831392, 0.0","11358835, 11836556, 11959846, 14581353, 15543611, 15586224, 15700036, 16380997, 16676365, 16807070, 16815198, 17549376, 17848307, 17989125, 17990317, 18376308, 18447972",17.0,MLH1,True,"12632081, 14555508, 14767526, 15083191, 15300854, 15452164, 15676154, 15931783, 16231369, 16827152, 16899597",11.0,"12632081, 14555508, 14767526, 15083191, 15300854, 15452164, 15676154, 15931783, 16231369, 16827152, 16899597"
210,PIK3CA,"AMPLIFICATION, SOMATIC","4.9013845356499375e-54, 4.6307549428396854e-18","0.0116086711831392, 0.0","11358835, 11836556, 11959846, 14581353, 15543611, 15586224, 15700036, 16380997, 16676365, 16807070, 16815198, 17549376, 17848307, 17989125, 17990317, 18376308, 18447972",17.0,MET,True,"11289733, 11705871, 11705871, 11752453, 11911252, 14991901, 15319714, 15735049, 17075124, 17435680, 17684930, 18349821",11.0,"11289733, 11705871, 11705871, 11752453, 11911252, 14991901, 15319714, 15735049, 17075124, 17435680, 17684930, 18349821"
214,PIK3CA,"AMPLIFICATION, SOMATIC","4.9013845356499375e-54, 4.6307549428396854e-18","0.0116086711831392, 0.0","11358835, 11836556, 11959846, 14581353, 15543611, 15586224, 15700036, 16380997, 16676365, 16807070, 16815198, 17549376, 17848307, 17989125, 17990317, 18376308, 18447972",17.0,STAT3,True,"11222718, 11426647, 11773428, 12067972, 12162406, 12440226, 12440226, 12532415, 12637586, 12640143, 12782602, 12865943, 12960141, 12963127, 15173005, 15254691, 15374974, 15498875, 15592503, 15613280, 15715937, 15947106, 16158919, 16490172, 16503733, 16642480, 17020778, 17122156, 17145757, 17225522, 17325127, 17498291, 17525119, 17566705, 17634553, 17761947, 17822622, 17826306, 17961551, 18172861, 18204781, 18326051",41.0,"11222718, 11426647, 11773428, 12067972, 12162406, 12440226, 12440226, 12532415, 12637586, 12640143, 12782602, 12865943, 12960141, 12963127, 15173005, 15254691, 15374974, 15498875, 15592503, 15613280, 15715937, 15947106, 16158919, 16490172, 16503733, 16642480, 17020778, 17122156, 17145757, 17225522, 17325127, 17498291, 17525119, 17566705, 17634553, 17761947, 17822622, 17826306, 17961551, 18172861, 18204781, 18326051"
216,PIK3CA,"AMPLIFICATION, SOMATIC","4.9013845356499375e-54, 4.6307549428396854e-18","0.0116086711831392, 0.0","11358835, 11836556, 11959846, 14581353, 15543611, 15586224, 15700036, 16380997, 16676365, 16807070, 16815198, 17549376, 17848307, 17989125, 17990317, 18376308, 18447972",17.0,NTRK3,True,11279608,1.0,11279608
221,PIK3CA,"AMPLIFICATION, SOMATIC","4.9013845356499375e-54, 4.6307549428396854e-18","0.0116086711831392, 0.0","11358835, 11836556, 11959846, 14581353, 15543611, 15586224, 15700036, 16380997, 16676365, 16807070, 16815198, 17549376, 17848307, 17989125, 17990317, 18376308, 18447972",17.0,NRAS,True,16369533,1.0,16369533
225,PIK3CA,"AMPLIFICATION, SOMATIC","4.9013845356499375e-54, 4.6307549428396854e-18","0.0116086711831392, 0.0","11358835, 11836556, 11959846, 14581353, 15543611, 15586224, 15700036, 16380997, 16676365, 16807070, 16815198, 17549376, 17848307, 17989125, 17990317, 18376308, 18447972",17.0,TRAF2,True,"15226608, 16953224",2.0,"15226608, 16953224"
226,PIK3CA,"AMPLIFICATION, SOMATIC","4.9013845356499375e-54, 4.6307549428396854e-18","0.0116086711831392, 0.0","11358835, 11836556, 11959846, 14581353, 15543611, 15586224, 15700036, 16380997, 16676365, 16807070, 16815198, 17549376, 17848307, 17989125, 17990317, 18376308, 18447972",17.0,SMAD4,True,"12060625, 12209716, 12952364, 15546158, 15610403, 15867212, 15940269, 16368780, 16478646, 16596245, 17018615, 17023741",12.0,"12060625, 12209716, 12952364, 15546158, 15610403, 15867212, 15940269, 16368780, 16478646, 16596245, 17018615, 17023741"
233,PIK3CA,"AMPLIFICATION, SOMATIC","4.9013845356499375e-54, 4.6307549428396854e-18","0.0116086711831392, 0.0","11358835, 11836556, 11959846, 14581353, 15543611, 15586224, 15700036, 16380997, 16676365, 16807070, 16815198, 17549376, 17848307, 17989125, 17990317, 18376308, 18447972",17.0,BAG4,True,16164832,1.0,16164832
234,PIK3CA,"AMPLIFICATION, SOMATIC","4.9013845356499375e-54, 4.6307549428396854e-18","0.0116086711831392, 0.0","11358835, 11836556, 11959846, 14581353, 15543611, 15586224, 15700036, 16380997, 16676365, 16807070, 16815198, 17549376, 17848307, 17989125, 17990317, 18376308, 18447972",17.0,IGF1R,True,15221937,1.0,15221937
235,PIK3CA,"AMPLIFICATION, SOMATIC","4.9013845356499375e-54, 4.6307549428396854e-18","0.0116086711831392, 0.0","11358835, 11836556, 11959846, 14581353, 15543611, 15586224, 15700036, 16380997, 16676365, 16807070, 16815198, 17549376, 17848307, 17989125, 17990317, 18376308, 18447972",17.0,PDGFA,True,16103054,1.0,16103054
237,PIK3CA,"AMPLIFICATION, SOMATIC","4.9013845356499375e-54, 4.6307549428396854e-18","0.0116086711831392, 0.0","11358835, 11836556, 11959846, 14581353, 15543611, 15586224, 15700036, 16380997, 16676365, 16807070, 16815198, 17549376, 17848307, 17989125, 17990317, 18376308, 18447972",17.0,CDKN2A,True,"11309301, 11720478, 12459644, 12632081, 12684406, 14586645, 14654786, 14991744, 15083191, 15495191, 16278815, 16713672, 16849682, 17079134, 17117177, 18413807",16.0,"11309301, 11720478, 12459644, 12632081, 12684406, 14586645, 14654786, 14991744, 15083191, 15495191, 16278815, 16713672, 16849682, 17079134, 17117177, 18413807"
240,PIK3CA,"AMPLIFICATION, SOMATIC","4.9013845356499375e-54, 4.6307549428396854e-18","0.0116086711831392, 0.0","11358835, 11836556, 11959846, 14581353, 15543611, 15586224, 15700036, 16380997, 16676365, 16807070, 16815198, 17549376, 17848307, 17989125, 17990317, 18376308, 18447972",17.0,FGFR1,True,"11562460, 15165306, 16807070, 17545628, 18059337",5.0,"11562460, 15165306, 16807070, 17545628, 18059337"
242,PIK3CA,"AMPLIFICATION, SOMATIC","4.9013845356499375e-54, 4.6307549428396854e-18","0.0116086711831392, 0.0","11358835, 11836556, 11959846, 14581353, 15543611, 15586224, 15700036, 16380997, 16676365, 16807070, 16815198, 17549376, 17848307, 17989125, 17990317, 18376308, 18447972",17.0,CDK4,True,"11180160, 11564579, 11854069, 12212108, 12429646, 12447651, 12539309, 12747978, 16027075, 16248248, 17139501, 17340131, 17477349, 17487385",14.0,"11180160, 11564579, 11854069, 12212108, 12429646, 12447651, 12539309, 12747978, 16027075, 16248248, 17139501, 17340131, 17477349, 17487385"
243,PIK3CA,"AMPLIFICATION, SOMATIC","4.9013845356499375e-54, 4.6307549428396854e-18","0.0116086711831392, 0.0","11358835, 11836556, 11959846, 14581353, 15543611, 15586224, 15700036, 16380997, 16676365, 16807070, 16815198, 17549376, 17848307, 17989125, 17990317, 18376308, 18447972",17.0,CD28,True,12599287,1.0,12599287
251,PIK3CA,"AMPLIFICATION, SOMATIC","4.9013845356499375e-54, 4.6307549428396854e-18","0.0116086711831392, 0.0","11358835, 11836556, 11959846, 14581353, 15543611, 15586224, 15700036, 16380997, 16676365, 16807070, 16815198, 17549376, 17848307, 17989125, 17990317, 18376308, 18447972",17.0,HRAS,True,16676365,1.0,16676365
255,PIK3CA,"AMPLIFICATION, SOMATIC","4.9013845356499375e-54, 4.6307549428396854e-18","0.0116086711831392, 0.0","11358835, 11836556, 11959846, 14581353, 15543611, 15586224, 15700036, 16380997, 16676365, 16807070, 16815198, 17549376, 17848307, 17989125, 17990317, 18376308, 18447972",17.0,PRKCI,True,17990328,1.0,17990328
258,PIK3CA,"AMPLIFICATION, SOMATIC","4.9013845356499375e-54, 4.6307549428396854e-18","0.0116086711831392, 0.0","11358835, 11836556, 11959846, 14581353, 15543611, 15586224, 15700036, 16380997, 16676365, 16807070, 16815198, 17549376, 17848307, 17989125, 17990317, 18376308, 18447972",17.0,BRCA2,True,"11807777, 14574011, 14647419, 14689060, 15107617, 15300854, 16466850, 16623759, 17724471",9.0,"11807777, 14574011, 14647419, 14689060, 15107617, 15300854, 16466850, 16623759, 17724471"
260,PIK3CA,"AMPLIFICATION, SOMATIC","4.9013845356499375e-54, 4.6307549428396854e-18","0.0116086711831392, 0.0","11358835, 11836556, 11959846, 14581353, 15543611, 15586224, 15700036, 16380997, 16676365, 16807070, 16815198, 17549376, 17848307, 17989125, 17990317, 18376308, 18447972",17.0,TP53,True,"11390535, 11445847, 11445859, 11916556, 12589859, 12673364, 12673679, 12702551, 12708486, 12935924, 14689060, 15240783, 15810068, 15965904, 16012721, 16393249, 16455286, 16682429, 16713672, 16847809, 16903330, 16969480, 17258495, 17312781, 17565818, 17638058, 17693665, 17725429, 17908957",29.0,"11390535, 11445847, 11445859, 11916556, 12589859, 12673364, 12673679, 12702551, 12708486, 12935924, 14689060, 15240783, 15810068, 15965904, 16012721, 16393249, 16455286, 16682429, 16713672, 16847809, 16903330, 16969480, 17258495, 17312781, 17565818, 17638058, 17693665, 17725429, 17908957"
262,PIK3CA,"AMPLIFICATION, SOMATIC","4.9013845356499375e-54, 4.6307549428396854e-18","0.0116086711831392, 0.0","11358835, 11836556, 11959846, 14581353, 15543611, 15586224, 15700036, 16380997, 16676365, 16807070, 16815198, 17549376, 17848307, 17989125, 17990317, 18376308, 18447972",17.0,NOTCH1,True,"12539049, 16219138",2.0,"12539049, 16219138"
263,PIK3CA,"AMPLIFICATION, SOMATIC","4.9013845356499375e-54, 4.6307549428396854e-18","0.0116086711831392, 0.0","11358835, 11836556, 11959846, 14581353, 15543611, 15586224, 15700036, 16380997, 16676365, 16807070, 16815198, 17549376, 17848307, 17989125, 17990317, 18376308, 18447972",17.0,STAT1,True,"11222718, 12162406, 12963127, 15947106, 16249117, 16449678, 17961551, 18347248",8.0,"11222718, 12162406, 12963127, 15947106, 16249117, 16449678, 17961551, 18347248"
273,PIK3CA,"AMPLIFICATION, SOMATIC","4.9013845356499375e-54, 4.6307549428396854e-18","0.0116086711831392, 0.0","11358835, 11836556, 11959846, 14581353, 15543611, 15586224, 15700036, 16380997, 16676365, 16807070, 16815198, 17549376, 17848307, 17989125, 17990317, 18376308, 18447972",17.0,THRB,True,17210745,1.0,17210745
283,PIK3CA,"AMPLIFICATION, SOMATIC","4.9013845356499375e-54, 4.6307549428396854e-18","0.0116086711831392, 0.0","11358835, 11836556, 11959846, 14581353, 15543611, 15586224, 15700036, 16380997, 16676365, 16807070, 16815198, 17549376, 17848307, 17989125, 17990317, 18376308, 18447972",17.0,NF1,True,"15947106, 15947937, 15988378, 17427103, 17879040, 18329107",6.0,"15947106, 15947937, 15988378, 17427103, 17879040, 18329107"
286,PIK3CA,"AMPLIFICATION, SOMATIC","4.9013845356499375e-54, 4.6307549428396854e-18","0.0116086711831392, 0.0","11358835, 11836556, 11959846, 14581353, 15543611, 15586224, 15700036, 16380997, 16676365, 16807070, 16815198, 17549376, 17848307, 17989125, 17990317, 18376308, 18447972",17.0,CTNNB1,True,"15195113, 16001430, 17131411, 18044981",4.0,"15195113, 16001430, 17131411, 18044981"
290,PIK3CA,"AMPLIFICATION, SOMATIC","4.9013845356499375e-54, 4.6307549428396854e-18","0.0116086711831392, 0.0","11358835, 11836556, 11959846, 14581353, 15543611, 15586224, 15700036, 16380997, 16676365, 16807070, 16815198, 17549376, 17848307, 17989125, 17990317, 18376308, 18447972",17.0,BRAF,True,"12670889, 12907632, 14508525, 15161700, 15195111, 15613458, 15630448, 15681856, 15761501, 15947100, 16254036, 16402937, 16434896, 16444351, 16533790, 16555619, 16728576, 16818623, 16906516, 16932252, 16946010, 17097223, 17131411, 17179987, 17435680, 17525478, 17545628, 17575107, 17638058, 17684930, 17725429, 17786355, 17891234, 17891251, 17968324, 17989125, 18043251, 18251569, 18376308, 18437172",40.0,"12670889, 12907632, 14508525, 15161700, 15195111, 15613458, 15630448, 15681856, 15761501, 15947100, 16254036, 16402937, 16434896, 16444351, 16533790, 16555619, 16728576, 16818623, 16906516, 16932252, 16946010, 17097223, 17131411, 17179987, 17435680, 17525478, 17545628, 17575107, 17638058, 17684930, 17725429, 17786355, 17891234, 17891251, 17968324, 17989125, 18043251, 18251569, 18376308, 18437172"
291,PIK3CA,"AMPLIFICATION, SOMATIC","4.9013845356499375e-54, 4.6307549428396854e-18","0.0116086711831392, 0.0","11358835, 11836556, 11959846, 14581353, 15543611, 15586224, 15700036, 16380997, 16676365, 16807070, 16815198, 17549376, 17848307, 17989125, 17990317, 18376308, 18447972",17.0,NGFR,True,16625082,1.0,16625082
292,PIK3CA,"AMPLIFICATION, SOMATIC","4.9013845356499375e-54, 4.6307549428396854e-18","0.0116086711831392, 0.0","11358835, 11836556, 11959846, 14581353, 15543611, 15586224, 15700036, 16380997, 16676365, 16807070, 16815198, 17549376, 17848307, 17989125, 17990317, 18376308, 18447972",17.0,EGF,True,"11147596, 11288981, 11745457, 12013556, 15802876, 17453000, 17524637, 17587817, 17611340, 18180893",10.0,"11147596, 11288981, 11745457, 12013556, 15802876, 17453000, 17524637, 17587817, 17611340, 18180893"
293,PIK3CA,"AMPLIFICATION, SOMATIC","4.9013845356499375e-54, 4.6307549428396854e-18","0.0116086711831392, 0.0","11358835, 11836556, 11959846, 14581353, 15543611, 15586224, 15700036, 16380997, 16676365, 16807070, 16815198, 17549376, 17848307, 17989125, 17990317, 18376308, 18447972",17.0,MYC,True,"11368094, 11911252, 14499691, 16807070, 18000363",5.0,"11368094, 11911252, 14499691, 16807070, 18000363"
299,PIK3CA,"AMPLIFICATION, SOMATIC","4.9013845356499375e-54, 4.6307549428396854e-18","0.0116086711831392, 0.0","11358835, 11836556, 11959846, 14581353, 15543611, 15586224, 15700036, 16380997, 16676365, 16807070, 16815198, 17549376, 17848307, 17989125, 17990317, 18376308, 18447972",17.0,RHOA,True,"12082550, 16369533, 17234718",3.0,"12082550, 16369533, 17234718"
302,PIK3CA,"AMPLIFICATION, SOMATIC","4.9013845356499375e-54, 4.6307549428396854e-18","0.0116086711831392, 0.0","11358835, 11836556, 11959846, 14581353, 15543611, 15586224, 15700036, 16380997, 16676365, 16807070, 16815198, 17549376, 17848307, 17989125, 17990317, 18376308, 18447972",17.0,KIT,True,"16342249, 16630292, 16757203, 17253141, 17317803, 17513510, 17935283",7.0,"16342249, 16630292, 16757203, 17253141, 17317803, 17513510, 17935283"
303,PIK3CA,"AMPLIFICATION, SOMATIC","4.9013845356499375e-54, 4.6307549428396854e-18","0.0116086711831392, 0.0","11358835, 11836556, 11959846, 14581353, 15543611, 15586224, 15700036, 16380997, 16676365, 16807070, 16815198, 17549376, 17848307, 17989125, 17990317, 18376308, 18447972",17.0,ESR1,True,11309301,1.0,11309301
307,PIK3CA,"AMPLIFICATION, SOMATIC","4.9013845356499375e-54, 4.6307549428396854e-18","0.0116086711831392, 0.0","11358835, 11836556, 11959846, 14581353, 15543611, 15586224, 15700036, 16380997, 16676365, 16807070, 16815198, 17549376, 17848307, 17989125, 17990317, 18376308, 18447972",17.0,SRC,True,17961551,1.0,17961551
308,PIK3CA,"AMPLIFICATION, SOMATIC","4.9013845356499375e-54, 4.6307549428396854e-18","0.0116086711831392, 0.0","11358835, 11836556, 11959846, 14581353, 15543611, 15586224, 15700036, 16380997, 16676365, 16807070, 16815198, 17549376, 17848307, 17989125, 17990317, 18376308, 18447972",17.0,ERBB3,True,"15021776, 15476268, 15800944, 16818711, 17200208, 17704947, 17969526, 18199957, 18225590",9.0,"15021776, 15476268, 15800944, 16818711, 17200208, 17704947, 17969526, 18199957, 18225590"
313,PIK3CA,"AMPLIFICATION, SOMATIC","4.9013845356499375e-54, 4.6307549428396854e-18","0.0116086711831392, 0.0","11358835, 11836556, 11959846, 14581353, 15543611, 15586224, 15700036, 16380997, 16676365, 16807070, 16815198, 17549376, 17848307, 17989125, 17990317, 18376308, 18447972",17.0,CCND1,True,"11470749, 11859213, 11958128, 12649172, 14499691, 14581353, 14586645, 14603450, 14697637, 15195525, 15846092, 16001430, 16235239, 16446704, 16446704, 16490596, 16807070, 16815198, 16906560, 16954163, 17065789, 17487429, 17641416, 18251939, 18398822, 18405350",25.0,"11470749, 11859213, 11958128, 12649172, 14499691, 14581353, 14586645, 14603450, 14697637, 15195525, 15846092, 16001430, 16235239, 16446704, 16446704, 16490596, 16807070, 16815198, 16906560, 16954163, 17065789, 17487429, 17641416, 18251939, 18398822, 18405350"
314,PIK3CA,"AMPLIFICATION, SOMATIC","4.9013845356499375e-54, 4.6307549428396854e-18","0.0116086711831392, 0.0","11358835, 11836556, 11959846, 14581353, 15543611, 15586224, 15700036, 16380997, 16676365, 16807070, 16815198, 17549376, 17848307, 17989125, 17990317, 18376308, 18447972",17.0,PMS2,True,"15887124, 16827152",2.0,"15887124, 16827152"
315,PIK3CA,"AMPLIFICATION, SOMATIC","4.9013845356499375e-54, 4.6307549428396854e-18","0.0116086711831392, 0.0","11358835, 11836556, 11959846, 14581353, 15543611, 15586224, 15700036, 16380997, 16676365, 16807070, 16815198, 17549376, 17848307, 17989125, 17990317, 18376308, 18447972",17.0,RAC1,True,"17234718, 17592548",2.0,"17234718, 17592548"
319,PIK3CA,"AMPLIFICATION, SOMATIC","4.9013845356499375e-54, 4.6307549428396854e-18","0.0116086711831392, 0.0","11358835, 11836556, 11959846, 14581353, 15543611, 15586224, 15700036, 16380997, 16676365, 16807070, 16815198, 17549376, 17848307, 17989125, 17990317, 18376308, 18447972",17.0,BRCA1,True,"11807777, 12810651, 14574011, 14647419, 14689060, 15105900, 15300854, 16466850, 17321670, 18325101",10.0,"11807777, 12810651, 14574011, 14647419, 14689060, 15105900, 15300854, 16466850, 17321670, 18325101"
321,PIK3CA,"AMPLIFICATION, SOMATIC","4.9013845356499375e-54, 4.6307549428396854e-18","0.0116086711831392, 0.0","11358835, 11836556, 11959846, 14581353, 15543611, 15586224, 15700036, 16380997, 16676365, 16807070, 16815198, 17549376, 17848307, 17989125, 17990317, 18376308, 18447972",17.0,SNX9,True,12899714,1.0,12899714
324,PIK3CA,"AMPLIFICATION, SOMATIC","4.9013845356499375e-54, 4.6307549428396854e-18","0.0116086711831392, 0.0","11358835, 11836556, 11959846, 14581353, 15543611, 15586224, 15700036, 16380997, 16676365, 16807070, 16815198, 17549376, 17848307, 17989125, 17990317, 18376308, 18447972",17.0,AKT1,True,"12532415, 14581353, 15896313, 16002527, 16778075, 17974918",6.0,"12532415, 14581353, 15896313, 16002527, 16778075, 17974918"
332,RFC4,AMPLIFICATION,4.9013845356499375e-54,0.0116086711831392,16467079,1.0,MCM7,True,"14676830, 15899946, 16547620, 16959885",4.0,"14676830, 15899946, 16547620, 16959885"
333,RFC4,AMPLIFICATION,4.9013845356499375e-54,0.0116086711831392,16467079,1.0,PCNA,True,"11070693, 11173150, 11263155, 11377235, 11379319, 11705871, 11706420, 11774658, 11834097, 11854069, 11870663, 12017338, 12201000, 12378803, 12508343, 12520353, 12526226, 12539461, 12658732, 12760773, 12854173, 12930601, 14566835, 14578940, 14666613, 14989875, 15039910, 15287541, 15308260, 15354413, 15510736, 15566678, 15772596, 15844604, 15960160, 15991276, 16023739, 16129653, 16254112, 16355395, 16564385, 16613343, 16757203, 16931115, 17120615, 17143433, 17285972, 17542411, 17709606, 17879533, 18075740",51.0,"11070693, 11173150, 11263155, 11377235, 11379319, 11705871, 11706420, 11774658, 11834097, 11854069, 11870663, 12017338, 12201000, 12378803, 12508343, 12520353, 12526226, 12539461, 12658732, 12760773, 12854173, 12930601, 14566835, 14578940, 14666613, 14989875, 15039910, 15287541, 15308260, 15354413, 15510736, 15566678, 15772596, 15844604, 15960160, 15991276, 16023739, 16129653, 16254112, 16355395, 16564385, 16613343, 16757203, 16931115, 17120615, 17143433, 17285972, 17542411, 17709606, 17879533, 18075740"
335,RFC4,AMPLIFICATION,4.9013845356499375e-54,0.0116086711831392,16467079,1.0,MSH6,True,15452164,1.0,15452164
338,RFC4,AMPLIFICATION,4.9013845356499375e-54,0.0116086711831392,16467079,1.0,BLM,True,12907210,1.0,12907210
341,RFC4,AMPLIFICATION,4.9013845356499375e-54,0.0116086711831392,16467079,1.0,MCM5,True,"11839717, 15899946, 16547620",3.0,"11839717, 15899946, 16547620"
